#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2018-11-19T09:29:39 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5bf2809ea7aa	
#INFO	-out.max=9999	
#INFO	queryParameters=18	
#-oc.form=dec
#-out.max=9999
#-order=I
#-nav=cat:J/A+A/616/A10&tab:{J/A+A/616/A10/tablea1b}&key:source=J/A+A/616/A10/tablea1b&HTTPPRM:&&-ref=VIZ5bf2809ea7aa&-out.max=9999&-out.form=HTML Table&-order=I&-oc.form=sexa&-out.src=J/A+A/616/A10/tablea1b&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-out=Source&-out=Cluster&Cluster=NGC2168&-out=RA_ICRS&-out=DE_ICRS&-out=Gmag&-out=_RA.icrs&-out=_DE.icrs&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-out.src=J/A+A/616/A10/tablea1b
#-source=J/A+A/616/A10/tablea1b
#-out=Source
#-out=Cluster
#Cluster=NGC2168
#-out=RA_ICRS
#-out=DE_ICRS
#-out=Gmag
#-out=_RA.icrs
#-out=_DE.icrs
#

#RESOURCE=yCat_36160010
#Name: J/A+A/616/A10
#Title: 46 open clusters GaiaDR2 HR diagrams (Gaia Collaboration, 2018)
#Coosys	H_2015.500:	ICRS
#Table	J_A_A_616_A10_tablea1b:
#Name: J/A+A/616/A10/tablea1b
#Title: Stars in 37 open clusters beyond 250pc
#Column	Source	(I22)	Source identifier in Gaia DR2 (source_id)	[ucd=meta.id]
#Column	Cluster	(A8)	Cluster identifier	[ucd=meta.id.parent]
#Column	RA_ICRS	(F9.5)	Right Ascension (ICRS), epoch 2015.5	[ucd=pos.eq.ra;meta.main]
#Column	DE_ICRS	(F9.5)	Declination (ICRS), epoch 2015.5	[ucd=pos.eq.dec;meta.main]
#Column	Gmag	(F6.3)	Gaia G mean magnitude	[ucd=phot.mag;em.opt.V]
#Column	_RA.icrs	(F9.5)	Right ascension (ICRS) at Epoch=J2015.5 (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DE.icrs	(F9.5)	Declination (ICRS) at Epoch=J2015.5 (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
 	 	deg	deg	mag	deg	deg
   3426268482022149504	NGC2168 	092.17261	+24.27629	18.713	092.17261	+24.27629
   3426265565743124608	NGC2168 	092.36854	+24.26739	16.606	092.36854	+24.26739
   3426271235099942144	NGC2168 	092.29157	+24.39458	11.132	092.29157	+24.39458
   3426264844188631936	NGC2168 	092.31147	+24.27004	16.755	092.31147	+24.27004
   3426271127723944320	NGC2168 	092.21986	+24.39916	17.602	092.21986	+24.39916
   3426271200740204288	NGC2168 	092.29342	+24.39027	10.927	092.29342	+24.39027
   3426262469067858176	NGC2168 	092.09307	+24.23285	18.301	092.09307	+24.23285
   3426267111931337600	NGC2168 	092.35508	+24.33862	14.487	092.35508	+24.33862
   3426240792370688640	NGC2168 	091.28885	+24.34476	 8.600	091.28885	+24.34476
   3426259273611757312	NGC2168 	092.09317	+24.13530	12.916	092.09317	+24.13530
   3426266940132640512	NGC2168 	092.39332	+24.32649	12.649	092.39332	+24.32649
   3426260892818789504	NGC2168 	092.14144	+24.16326	16.012	092.14144	+24.16326
   3426270612327870080	NGC2168 	092.33055	+24.40224	18.397	092.33055	+24.40224
   3426265256505487104	NGC2168 	092.36439	+24.24351	 8.693	092.36439	+24.24351
   3426267215010546432	NGC2168 	092.37294	+24.35093	14.450	092.37294	+24.35093
   3426257422485190528	NGC2168 	092.24032	+24.16685	15.816	092.24032	+24.16685
   3426271093362107264	NGC2168 	092.25200	+24.40410	11.630	092.25200	+24.40410
   3426264221414080384	NGC2168 	092.27279	+24.21909	13.016	092.27279	+24.21909
   3426262576445945344	NGC2168 	092.14882	+24.25378	12.730	092.14882	+24.25378
   3426270268735674496	NGC2168 	092.36069	+24.38229	15.305	092.36069	+24.38229
   3426264255774072192	NGC2168 	092.25598	+24.20878	18.801	092.25598	+24.20878
   3426270543608387584	NGC2168 	092.34522	+24.39666	14.839	092.34522	+24.39666
   3426270204307787392	NGC2168 	092.33631	+24.36918	10.632	092.33631	+24.36918
   3426268413305587072	NGC2168 	092.23429	+24.32578	19.202	092.23429	+24.32578
   3426259548489659904	NGC2168 	092.08211	+24.15279	12.692	092.08211	+24.15279
   3426266218578130048	NGC2168 	092.41326	+24.32970	14.783	092.41326	+24.32970
   3426261988033329408	NGC2168 	092.09100	+24.20450	19.778	092.09100	+24.20450
   3426264225710452224	NGC2168 	092.27813	+24.21254	17.344	092.27813	+24.21254
   3426270543606295168	NGC2168 	092.33567	+24.39328	11.389	092.33567	+24.39328
   3426270273027256960	NGC2168 	092.36013	+24.38037	 9.603	092.36013	+24.38037
   3426261506996993408	NGC2168 	092.16282	+24.21146	19.631	092.16282	+24.21146
   3426270887203679488	NGC2168 	092.27204	+24.38760	12.237	092.27204	+24.38760
   3426262469067855616	NGC2168 	092.10439	+24.23142	17.637	092.10439	+24.23142
   3426270440527081344	NGC2168 	092.29009	+24.37818	13.635	092.29009	+24.37818
   3426270440527081088	NGC2168 	092.29578	+24.38051	13.313	092.29578	+24.38051
   3426263671658523136	NGC2168 	092.37112	+24.21410	18.298	092.37112	+24.21410
   3426235049999833856	NGC2168 	091.65604	+24.37010	18.562	091.65604	+24.37010
   3426257143308189824	NGC2168 	092.26204	+24.14529	17.073	092.26204	+24.14529
   3426267897908372096	NGC2168 	092.23846	+24.26478	17.189	092.23846	+24.26478
   3426265561446163456	NGC2168 	092.37808	+24.26800	17.675	092.37808	+24.26800
   3426268074004040832	NGC2168 	092.27103	+24.29766	14.515	092.27103	+24.29766
   3426262228549682176	NGC2168 	092.04353	+24.23004	18.959	092.04353	+24.23004
   3426268314519285376	NGC2168 	092.24367	+24.30354	18.928	092.24367	+24.30354
   3426261025958558720	NGC2168 	092.08732	+24.16627	17.866	092.08732	+24.16627
   3426263298000450176	NGC2168 	092.25072	+24.16681	14.005	092.25072	+24.16681
   3426254909925014656	NGC2168 	092.15791	+24.05086	14.199	092.15791	+24.05086
   3426224089240113024	NGC2168 	091.39683	+24.12721	18.024	091.39683	+24.12721
   3426264431871810816	NGC2168 	092.21823	+24.21776	13.626	092.21823	+24.21776
   3426270341746731648	NGC2168 	092.35977	+24.38876	15.932	092.35977	+24.38876
   3426263877816957824	NGC2168 	092.30233	+24.22057	18.029	092.30233	+24.22057
   3426265119066538624	NGC2168 	092.29251	+24.28928	14.692	092.29251	+24.28928
   3426270543609387392	NGC2168 	092.34201	+24.39542	17.737	092.34201	+24.39542
   3426265015987334016	NGC2168 	092.27642	+24.26556	10.763	092.27642	+24.26556
   3426255837644250752	NGC2168 	092.12910	+24.07178	17.355	092.12910	+24.07178
   3426268589400145920	NGC2168 	092.17419	+24.28447	14.658	092.17419	+24.28447
   3426268039644306432	NGC2168 	092.26470	+24.28984	15.581	092.26470	+24.28984
   3426262473366913536	NGC2168 	092.10019	+24.23099	17.169	092.10019	+24.23099
   3426263091842007680	NGC2168 	092.30578	+24.16367	15.280	092.30578	+24.16367
   3426269890773286784	NGC2168 	092.24534	+24.33794	14.577	092.24534	+24.33794
   3426266424736577408	NGC2168 	092.36134	+24.30173	14.506	092.36134	+24.30173
   3426268108363782784	NGC2168 	092.25043	+24.30403	15.030	092.25043	+24.30403
   3426266214281275136	NGC2168 	092.41183	+24.32851	14.605	092.41183	+24.32851
   3426267730406689280	NGC2168 	092.18089	+24.26866	15.565	092.18089	+24.26866
   3426255051663297152	NGC2168 	092.12774	+24.05236	17.215	092.12774	+24.05236
   3426226120762906624	NGC2168 	091.45227	+24.18266	15.327	091.45227	+24.18266
   3426270852847028224	NGC2168 	092.24426	+24.38110	18.116	092.24426	+24.38110
   3426264191353632384	NGC2168 	092.27245	+24.20498	15.581	092.27245	+24.20498
   3426258895654696576	NGC2168 	091.98172	+24.09529	13.580	091.98172	+24.09529
   3426263744677009024	NGC2168 	092.35056	+24.21663	14.876	092.35056	+24.21663
   3426266592238335360	NGC2168 	092.29608	+24.28663	18.714	092.29608	+24.28663
   3426255356607419392	NGC2168 	092.05840	+24.03966	19.049	092.05840	+24.03966
   3426269650255113600	NGC2168 	092.28673	+24.33486	16.530	092.28673	+24.33486
   3426266214281275776	NGC2168 	092.41542	+24.32422	17.862	092.41542	+24.32422
   3426217767048497920	NGC2168 	091.10851	+24.22642	16.271	091.10851	+24.22642
   3426258586422677504	NGC2168 	092.03646	+24.07303	19.042	092.03646	+24.07303
   3426265080409840512	NGC2168 	092.26759	+24.27976	18.388	092.26759	+24.27976
   3426262847025039488	NGC2168 	092.11930	+24.26836	18.784	092.11930	+24.26836
   3426260132605353856	NGC2168 	091.95596	+24.15366	15.650	091.95596	+24.15366
   3426264225713369344	NGC2168 	092.26854	+24.21224	14.624	092.26854	+24.21224
   3426263985195183360	NGC2168 	092.31056	+24.23395	16.123	092.31056	+24.23395
   3426263160561483520	NGC2168 	092.30243	+24.17051	17.276	092.30243	+24.17051
   3426266901476029696	NGC2168 	092.36982	+24.32678	19.390	092.36982	+24.32678
   3426260205624054912	NGC2168 	092.01957	+24.14060	14.279	092.01957	+24.14060
   3426225360550568192	NGC2168 	091.28799	+24.17885	15.443	091.28799	+24.17885
   3426268589400145536	NGC2168 	092.17110	+24.28905	15.761	092.17110	+24.28905
   3426264466231540480	NGC2168 	092.24060	+24.22999	12.625	092.24060	+24.22999
   3426256146875622400	NGC2168 	092.07970	+24.08682	13.554	092.07970	+24.08682
   3426259239252291072	NGC2168 	092.08589	+24.12923	18.370	092.08589	+24.12923
   3426268932997528704	NGC2168 	092.13823	+24.32033	15.055	092.13823	+24.32033
   3426268520677780096	NGC2168 	092.14095	+24.28281	11.688	092.14095	+24.28281
   3426264260073109504	NGC2168 	092.26118	+24.21416	15.264	092.26118	+24.21416
   3426268589400144896	NGC2168 	092.17551	+24.28737	16.986	092.17551	+24.28737
   3426261541354901888	NGC2168 	092.17467	+24.21855	16.793	092.17467	+24.21855
   3426270749767809024	NGC2168 	092.23630	+24.36871	17.505	092.23630	+24.36871
   3426260476202734720	NGC2168 	091.99547	+24.16014	18.412	091.99547	+24.16014
   3426263985195181696	NGC2168 	092.31596	+24.23250	17.353	092.31596	+24.23250
   3426263882115970816	NGC2168 	092.30865	+24.22685	15.764	092.30865	+24.22685
   3426255081723720192	NGC2168 	092.13173	+24.07024	19.822	092.13173	+24.07024
   3426268245802750592	NGC2168 	092.20117	+24.29973	16.684	092.20117	+24.29973
   3426257899228770944	NGC2168 	092.16262	+24.15261	19.384	092.16262	+24.15261
   3426267592967726336	NGC2168 	092.21743	+24.26720	11.489	092.21743	+24.26720
   3426259106112426752	NGC2168 	092.06298	+24.10233	17.919	092.06298	+24.10233
   3426264981627600000	NGC2168 	092.25890	+24.26770	15.077	092.25890	+24.26770
   3426258242819873920	NGC2168 	092.22100	+24.17929	18.971	092.22100	+24.17929
   3426262950103972096	NGC2168 	092.28116	+24.14267	18.533	092.28116	+24.14267
   3426230484449521792	NGC2168 	091.66432	+24.28537	 9.949	091.66432	+24.28537
   3426256082455450880	NGC2168 	092.08265	+24.08397	15.381	092.08265	+24.08397
   3426269237939314944	NGC2168 	092.22354	+24.35142	17.577	092.22354	+24.35142
   3426255871997700224	NGC2168 	092.10193	+24.06801	18.826	092.10193	+24.06801
   3426269134859028096	NGC2168 	092.21032	+24.32729	15.947	092.21032	+24.32729
   3426262159830191744	NGC2168 	092.05418	+24.22115	18.823	092.05418	+24.22115
   3426255807577544832	NGC2168 	092.11107	+24.05453	17.349	092.11107	+24.05453
   3426263194921214592	NGC2168 	092.31299	+24.18428	15.183	092.31299	+24.18428
   3426268207147389056	NGC2168 	092.23328	+24.29681	18.559	092.23328	+24.29681
   3426268005284576896	NGC2168 	092.23775	+24.28455	16.634	092.23775	+24.28455
   3426268447662389760	NGC2168 	092.15098	+24.26454	19.272	092.15098	+24.26454
   3426267073279987200	NGC2168 	092.35631	+24.32448	12.248	092.35631	+24.32448
   3426264569310749184	NGC2168 	092.24568	+24.24487	15.809	092.24568	+24.24487
   3426257143308186112	NGC2168 	092.26640	+24.14013	19.119	092.26640	+24.14013
   3426264947267868544	NGC2168 	092.24596	+24.25444	17.128	092.24596	+24.25444
   3426257315106935808	NGC2168 	092.24869	+24.14528	18.683	092.24869	+24.14528
   3426263431147302784	NGC2168 	092.27089	+24.19621	17.831	092.27089	+24.19621
   3426268383241691648	NGC2168 	092.23118	+24.31300	14.509	092.23118	+24.31300
   3426269036076724736	NGC2168 	092.21294	+24.31593	17.462	092.21294	+24.31593
   3426257074588708480	NGC2168 	092.28110	+24.13643	16.167	092.28110	+24.13643
   3426270062573039488	NGC2168 	092.28124	+24.36830	19.387	092.28124	+24.36830
   3426270268730474112	NGC2168 	092.36649	+24.37406	15.940	092.36649	+24.37406
   3426232919695167232	NGC2168 	091.55153	+24.30187	16.376	091.55153	+24.30187
   3426269993853562368	NGC2168 	092.29352	+24.36423	18.722	092.29352	+24.36423
   3426269207875413888	NGC2168 	092.19963	+24.33635	13.662	092.19963	+24.33635
   3426269169219834368	NGC2168 	092.23509	+24.34275	19.471	092.23509	+24.34275
   3426268447662383232	NGC2168 	092.15000	+24.25945	15.882	092.15000	+24.25945
   3426270337449943936	NGC2168 	092.34960	+24.38863	14.559	092.34960	+24.38863
   3426270715408071168	NGC2168 	092.22309	+24.35985	18.810	092.22309	+24.35985
   3426257108948444288	NGC2168 	092.25992	+24.12983	13.289	092.25992	+24.12983
   3426255906357446912	NGC2168 	092.10309	+24.07810	14.553	092.10309	+24.07810
   3426268245802752000	NGC2168 	092.19945	+24.29555	10.669	092.19945	+24.29555
   3426268211443003264	NGC2168 	092.23026	+24.30201	12.162	092.23026	+24.30201
   3426255768918492160	NGC2168 	092.06123	+24.07787	18.374	092.06123	+24.07787
   3426264603670485120	NGC2168 	092.28080	+24.22221	10.508	092.28080	+24.22221
   3426268623759875328	NGC2168 	092.19412	+24.29592	16.855	092.19412	+24.29592
   3426263740378005632	NGC2168 	092.35083	+24.22706	18.645	092.35083	+24.22706
   3426269036076728832	NGC2168 	092.20065	+24.31378	11.294	092.20065	+24.31378
   3426268791259824512	NGC2168 	092.12531	+24.29203	18.848	092.12531	+24.29203
   3426228521648603520	NGC2168 	091.64076	+24.20868	18.437	091.64076	+24.20868
   3426248317153231744	NGC2168 	091.55293	+24.46155	15.567	091.55293	+24.46155
   3426264981627601664	NGC2168 	092.25361	+24.26560	 8.061	092.25361	+24.26560
   3426269414033839616	NGC2168 	092.20009	+24.35248	11.609	092.20009	+24.35248
   3426268177083271808	NGC2168 	092.22061	+24.28899	14.293	092.22061	+24.28899
   3426220039089278464	NGC2168 	091.44500	+24.07898	13.313	091.44500	+24.07898
   3426263916475702528	NGC2168 	092.33141	+24.22841	18.640	092.33141	+24.22841
   3426266970196577536	NGC2168 	092.40930	+24.34059	19.150	092.40930	+24.34059
   3426261098977228928	NGC2168 	092.07630	+24.18007	17.026	092.07630	+24.18007
   3426233576826082304	NGC2168 	091.43648	+24.30232	17.046	091.43648	+24.30232
   3426260824099321856	NGC2168 	092.10620	+24.15482	14.465	092.10620	+24.15482
   3426269448393573120	NGC2168 	092.21524	+24.35713	10.868	092.21524	+24.35713
   3426256219894394240	NGC2168 	092.10423	+24.10170	16.898	092.10423	+24.10170
   3426263950835435136	NGC2168 	092.33804	+24.24275	16.908	092.33804	+24.24275
   3426258552057283712	NGC2168 	092.02617	+24.05608	18.572	092.02617	+24.05608
   3426258552057281408	NGC2168 	092.02191	+24.05439	18.641	092.02191	+24.05439
   3426255597119782400	NGC2168 	092.03177	+24.05460	16.466	092.03177	+24.05460
   3426267588670731520	NGC2168 	092.22236	+24.26681	18.200	092.22236	+24.26681
   3426263843457218816	NGC2168 	092.29329	+24.21758	17.260	092.29329	+24.21758
   3426268074004038912	NGC2168 	092.27702	+24.29988	15.709	092.27702	+24.29988
   3426268348881945600	NGC2168 	092.25816	+24.31757	14.046	092.25816	+24.31757
   3426269615895352192	NGC2168 	092.28109	+24.31819	17.828	092.28109	+24.31819
   3426267966627854976	NGC2168 	092.22962	+24.27336	18.675	092.22962	+24.27336
   3426260854159867776	NGC2168 	092.11129	+24.16110	14.883	092.11129	+24.16110
   3426259445410554112	NGC2168 	092.02686	+24.13699	19.801	092.02686	+24.13699
   3426269134859016832	NGC2168 	092.21975	+24.31905	18.760	092.21975	+24.31905
   3426260652300638208	NGC2168 	092.02701	+24.19224	16.420	092.02701	+24.19224
   3426266596535284992	NGC2168 	092.29160	+24.30082	14.252	092.29160	+24.30082
   3426265458366936832	NGC2168 	092.36881	+24.25866	14.969	092.36881	+24.25866
   3426267352449575936	NGC2168 	092.19800	+24.22101	10.075	092.19800	+24.22101
   3426266149858654336	NGC2168 	092.42879	+24.31232	13.364	092.42879	+24.31232
   3426256559192619264	NGC2168 	092.20513	+24.09733	16.265	092.20513	+24.09733
   3426267730406875776	NGC2168 	092.17187	+24.26293	13.913	092.17187	+24.26293
   3426269826350691456	NGC2168 	092.26279	+24.32672	15.452	092.26279	+24.32672
   3426265497023655936	NGC2168 	092.34544	+24.25730	15.834	092.34544	+24.25730
   3426268859979341056	NGC2168 	092.15772	+24.31191	17.191	092.15772	+24.31191
   3426265492726674176	NGC2168 	092.33997	+24.25723	14.409	092.33997	+24.25723
   3426255979376220032	NGC2168 	092.13871	+24.09262	15.627	092.13871	+24.09262
   3426259307971599872	NGC2168 	092.08085	+24.13483	17.248	092.08085	+24.13483
   3426239001366400256	NGC2168 	091.34171	+24.26326	11.661	091.34171	+24.26326
   3426269826350692608	NGC2168 	092.25955	+24.32428	13.243	092.25955	+24.32428
   3426261506995158400	NGC2168 	092.16729	+24.21441	13.001	092.16729	+24.21441
   3426265222145752064	NGC2168 	092.36286	+24.22923	13.598	092.36286	+24.22923
   3426271024642633088	NGC2168 	092.22254	+24.38457	12.822	092.22254	+24.38457
   3426263018823457536	NGC2168 	092.27674	+24.15582	12.873	092.27674	+24.15582
   3426256834077017600	NGC2168 	092.18278	+24.10726	19.041	092.18278	+24.10726
   3426263637298778752	NGC2168 	092.35460	+24.20587	18.530	092.35460	+24.20587
   3426268520680678912	NGC2168 	092.14225	+24.27772	12.885	092.14225	+24.27772
   3426265424007199360	NGC2168 	092.35345	+24.24046	17.098	092.35345	+24.24046
   3426267421169049728	NGC2168 	092.19005	+24.24063	18.096	092.19005	+24.24063
   3426265149127015936	NGC2168 	092.37476	+24.22505	12.781	092.37476	+24.22505
   3426265462663915392	NGC2168 	092.36033	+24.25377	15.274	092.36033	+24.25377
   3426258895654823936	NGC2168 	091.98845	+24.09021	19.243	091.98845	+24.09021
   3426265355293202176	NGC2168 	092.38612	+24.25113	14.064	092.38612	+24.25113
   3426266562175541376	NGC2168 	092.31709	+24.30091	16.924	092.31709	+24.30091
   3426262851323852416	NGC2168 	092.12354	+24.27334	15.131	092.12354	+24.27334
   3426269585832518656	NGC2168 	092.29764	+24.31650	13.761	092.29764	+24.31650
   3426269929429902976	NGC2168 	092.26078	+24.34575	13.450	092.26078	+24.34575
   3426260995898003712	NGC2168 	092.13268	+24.17736	14.367	092.13268	+24.17736
   3426270719704110464	NGC2168 	092.23068	+24.34924	15.649	092.23068	+24.34924
   3426270307387001088	NGC2168 	092.33356	+24.37890	14.220	092.33356	+24.37890
   3426230686317246720	NGC2168 	091.73840	+24.29739	17.683	091.73840	+24.29739
   3426262335927800576	NGC2168 	092.05989	+24.23760	12.892	092.05989	+24.23760
   3426258036661393536	NGC2168 	092.21568	+24.15526	18.245	092.21568	+24.15526
   3426269276591986560	NGC2168 	092.17436	+24.31865	17.328	092.17436	+24.31865
   3426270719703886848	NGC2168 	092.23560	+24.35985	 8.131	092.23560	+24.35985
   3426235668474308480	NGC2168 	091.55115	+24.37490	18.949	091.55115	+24.37490
   3426254806845789184	NGC2168 	092.15327	+24.03676	12.948	092.15327	+24.03676
   3426265836324095104	NGC2168 	092.43507	+24.29215	16.917	092.43507	+24.29215
   3426265462663916032	NGC2168 	092.36038	+24.24980	13.759	092.36038	+24.24980
   3426268692479549056	NGC2168 	092.17729	+24.29925	10.166	092.17729	+24.29925
   3426264912908327552	NGC2168 	092.28094	+24.25675	16.253	092.28094	+24.25675
   3426258178399436160	NGC2168 	092.22419	+24.17445	17.688	092.22419	+24.17445
   3426266459096323456	NGC2168 	092.34126	+24.28804	15.201	092.34126	+24.28804
   3426233164509164416	NGC2168 	091.55756	+24.31683	18.835	091.55756	+24.31683
   3426270165651238784	NGC2168 	092.32718	+24.35943	17.303	092.32718	+24.35943
   3426270784124418304	NGC2168 	092.26460	+24.35972	12.255	092.26460	+24.35972
   3426259273617929728	NGC2168 	092.10631	+24.13527	18.023	092.10631	+24.13527
   3426260995898002944	NGC2168 	092.12521	+24.18688	18.851	092.12521	+24.18688
   3426254909924985728	NGC2168 	092.17215	+24.05158	12.873	092.17215	+24.05158
   3426256765350856960	NGC2168 	092.19503	+24.09715	 9.853	092.19503	+24.09715
   3426270685344143488	NGC2168 	092.25353	+24.36489	10.036	092.25353	+24.36489
   3426261648733028864	NGC2168 	092.11513	+24.21033	15.884	092.11513	+24.21033
   3426264736810476928	NGC2168 	092.31227	+24.25055	11.959	092.31227	+24.25055
   3426265698883150080	NGC2168 	092.41911	+24.26411	12.236	092.41911	+24.26411
   3426269512816202752	NGC2168 	092.19564	+24.37084	17.164	092.19564	+24.37084
   3426269993852527744	NGC2168 	092.29883	+24.36007	17.654	092.29883	+24.36007
   3426264771170214656	NGC2168 	092.31436	+24.25813	10.180	092.31436	+24.25813
   3426261335196230528	NGC2168 	092.17000	+24.19735	17.134	092.17000	+24.19735
   3426270685344144512	NGC2168 	092.25594	+24.36047	15.719	092.25594	+24.36047
   3426262026690151680	NGC2168 	092.10771	+24.21492	16.469	092.10771	+24.21492
   3426265698883150720	NGC2168 	092.41689	+24.25729	12.178	092.41689	+24.25729
   3426270371809663232	NGC2168 	092.30262	+24.37332	16.807	092.30262	+24.37332
   3426265355287714688	NGC2168 	092.38337	+24.25280	16.062	092.38337	+24.25280
   3426265531383388928	NGC2168 	092.35281	+24.27407	12.693	092.35281	+24.27407
   3425365095783680256	NGC2168 	091.55616	+23.41888	18.586	091.55616	+23.41888
   3425370524622355456	NGC2168 	091.63820	+23.44984	17.896	091.63820	+23.44984
   3425379428088827392	NGC2168 	092.01375	+23.46074	12.840	092.01375	+23.46074
   3425369841721835136	NGC2168 	091.87508	+23.53199	15.380	091.87508	+23.53199
   3425349569476681088	NGC2168 	091.86986	+23.23702	14.472	091.86986	+23.23702
   3425338260827412352	NGC2168 	092.41449	+23.53877	17.983	092.41449	+23.53877
   3425379221930408064	NGC2168 	091.99706	+23.42773	14.002	091.99706	+23.42773
   3425337779791879680	NGC2168 	092.49423	+23.54236	19.019	092.49423	+23.54236
   3425339257260667264	NGC2168 	092.47599	+23.62048	17.347	092.47599	+23.62048
   3425373380774894720	NGC2168 	091.78606	+23.58490	15.515	091.78606	+23.58490
   3425347778472773632	NGC2168 	091.78691	+23.28390	18.095	091.78691	+23.28390
   3425373720078908288	NGC2168 	091.69509	+23.55656	17.969	091.69509	+23.55656
   3425332694550214272	NGC2168 	092.45171	+23.46833	19.031	092.45171	+23.46833
   3425329400310083840	NGC2168 	092.31861	+23.42175	16.367	092.31861	+23.42175
   3425356918162465280	NGC2168 	091.93332	+23.47253	12.760	091.93332	+23.47253
   3425339325980152064	NGC2168 	092.46532	+23.63657	14.364	092.46532	+23.63657
   3425381352234523136	NGC2168 	092.12084	+23.51159	13.481	092.12084	+23.51159
   3425338913663422080	NGC2168 	092.45286	+23.59413	19.569	092.45286	+23.59413
   3425376095194592256	NGC2168 	092.08370	+23.41641	14.947	092.08370	+23.41641
   3425382657901671296	NGC2168 	092.06180	+23.57772	16.605	092.06180	+23.57772
   3425332144793774464	NGC2168 	092.40972	+23.41449	16.562	092.40972	+23.41449
   3425359288987578240	NGC2168 	091.69261	+23.26634	19.882	091.69261	+23.26634
   3425363961912282240	NGC2168 	091.58509	+23.36314	17.601	091.58509	+23.36314
   3425375231903038976	NGC2168 	092.17474	+23.38268	13.212	092.17474	+23.38268
   3425376297055904512	NGC2168 	092.10220	+23.42682	18.926	092.10220	+23.42682
   3425381042996506240	NGC2168 	092.02860	+23.54013	14.742	092.02860	+23.54013
   3425381592752299520	NGC2168 	092.11488	+23.53769	17.020	092.11488	+23.53769
   3425359396361884160	NGC2168 	091.69500	+23.28178	15.032	091.69500	+23.28178
   3425337436193651712	NGC2168 	092.43836	+23.50941	18.812	092.43836	+23.50941
   3425353344750490112	NGC2168 	091.90571	+23.33030	12.704	091.90571	+23.33030
   3425356368407663232	NGC2168 	091.89405	+23.43475	18.484	091.89405	+23.43475
   3425371314896339072	NGC2168 	091.61436	+23.45379	14.672	091.61436	+23.45379
   3425359568160174336	NGC2168 	091.66817	+23.28876	14.213	091.66817	+23.28876
   3425320153246043136	NGC2168 	092.69961	+23.38158	18.967	092.69961	+23.38158
   3425321321477161472	NGC2168 	092.63948	+23.43594	18.861	092.63948	+23.43594
   3425364790840404224	NGC2168 	091.56769	+23.38608	18.467	091.56769	+23.38608
   3425333313025856128	NGC2168 	092.59553	+23.45226	18.508	092.59553	+23.45226
   3425332286528069888	NGC2168 	092.44694	+23.42120	18.705	092.44694	+23.42120
   3425368531755095296	NGC2168 	091.90902	+23.46225	18.713	091.90902	+23.46225
   3425327300068019328	NGC2168 	092.17032	+23.29623	11.692	092.17032	+23.29623
   3425349427740134528	NGC2168 	091.92569	+23.23783	17.525	091.92569	+23.23783
   3425322871959887232	NGC2168 	092.23318	+23.20739	18.606	092.23318	+23.20739
   3425462196400816256	NGC2168 	093.36202	+24.10118	13.422	093.36202	+24.10118
   3425489791568741120	NGC2168 	092.64233	+23.88687	17.836	092.64233	+23.88687
   3425451407451113856	NGC2168 	093.08306	+23.86280	16.734	093.08306	+23.86280
   3425505627112302080	NGC2168 	092.26390	+24.06299	18.783	092.26390	+24.06299
   3425501984979886336	NGC2168 	092.38352	+24.02638	17.714	092.38352	+24.02638
   3425485049925167872	NGC2168 	092.41504	+23.77652	13.674	092.41504	+23.77652
   3425501336440533888	NGC2168 	092.30307	+23.96593	15.926	092.30307	+23.96593
   3425515144760817792	NGC2168 	092.45603	+24.26311	16.179	092.45603	+24.26311
   3425507654336706176	NGC2168 	092.40849	+24.02464	17.734	092.40849	+24.02464
   3425503737324659712	NGC2168 	092.19059	+23.97689	13.145	092.19059	+23.97689
   3425496075104887680	NGC2168 	092.69734	+24.03045	17.822	092.69734	+24.03045
   3425457523476466560	NGC2168 	093.38325	+24.00144	17.247	093.38325	+24.00144
   3425516798323016576	NGC2168 	092.77048	+24.06554	17.432	092.77048	+24.06554
   3425501538301403904	NGC2168 	092.36890	+23.97960	14.489	092.36890	+23.97960
   3425503084491387904	NGC2168 	092.24648	+23.99160	15.730	092.24648	+23.99160
   3425483533802985088	NGC2168 	092.52544	+23.78778	17.844	092.52544	+23.78778
   3425463708230761344	NGC2168 	092.94970	+23.88044	17.359	092.94970	+23.88044
   3425514148328013440	NGC2168 	092.49505	+24.24534	15.233	092.49505	+24.24534
   3425514045248751360	NGC2168 	092.50535	+24.22862	14.957	092.50535	+24.22862
   3425497312055696000	NGC2168 	092.67008	+24.08879	19.087	092.67008	+24.08879
