#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2018-11-19T09:31:40 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5bf282a85752	
#INFO	-out.max=9999	
#INFO	queryParameters=21	
#-oc.form=dec
#-out.max=9999
#-out.add=_RAJ,_DEJ
#-order=I
#-out.src=J/A+A/616/A10/tablea1a
#-nav=cat:J/A+A/616/A10&tab:{J/A+A/616/A10/tablea1a}&key:source=J/A+A/616/A10/tablea1a&HTTPPRM:&&-ref=VIZ5bf282a85752&-out.max=9999&-out.form=HTML Table&-out.add=_RAJ,_DEJ&-oc.form=dec&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-order=I&-out=Source&-out=Cluster&Cluster=praesepe&-out=RA_ICRS&-out=DE_ICRS&-out=Gmag&-out=plx&-out=e_plx&-out=_RA.icrs&-out=_DE.icrs&-file=.&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&-out.src=J/A+A/616/A10/tablea1a
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/A+A/616/A10/tablea1a
#-out=Source
#-out=Cluster
#Cluster=praesepe
#-out=RA_ICRS
#-out=DE_ICRS
#-out=Gmag
#-out=plx
#-out=e_plx
#-out=_RA.icrs
#-out=_DE.icrs
#

#RESOURCE=yCat_36160010
#Name: J/A+A/616/A10
#Title: 46 open clusters GaiaDR2 HR diagrams (Gaia Collaboration, 2018)
#Coosys	H_2015.500:	ICRS
#Table	J_A_A_616_A10_tablea1a:
#Name: J/A+A/616/A10/tablea1a
#Title: Stars in nine open clusters within 250pc
#Column	_RAJ2000	(F11.7)	Right ascension (FK5, Equinox=J2000.0) at Epoch=J2015.5 (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F11.7)	Declination (FK5, Equinox=J2000.0) at Epoch=J2015.5 (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
#Column	Source	(I22)	Source identifier in Gaia DR2 (source_id)	[ucd=meta.id]
#Column	Cluster	(A8)	Cluster identifier	[ucd=meta.id.parent]
#Column	RA_ICRS	(F9.5)	Right Ascension (ICRS), epoch 2015.5	[ucd=pos.eq.ra;meta.main]
#Column	DE_ICRS	(F9.5)	Declination (ICRS), epoch 2015.5	[ucd=pos.eq.dec;meta.main]
#Column	Gmag	(F6.3)	Gaia G mean magnitude	[ucd=phot.mag;em.opt.V]
#Column	plx	(F6.3)	? Optimized parallax (only in tablea1a.dat) (1)	[ucd=pos.parallax.trig]
#Column	e_plx	(F6.3)	? Uncertainty on optimized parallax (only in tablea1a.dat)	[ucd=stat.error;pos.parallax]
#Column	_RA.icrs	(F9.5)	Right ascension (ICRS) at Epoch=J2015.5 (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DE.icrs	(F9.5)	Declination (ICRS) at Epoch=J2015.5 (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
deg	deg	 	 	deg	deg	mag	mas	mas	deg	deg
131.6970100	+19.6446700	    661111538347104512	Praesepe	131.69701	+19.64467	10.589	 5.318	 0.018	131.69701	+19.64467
130.6279200	+19.1159800	    661028284701128576	Praesepe	130.62792	+19.11598	17.688	 5.190	 0.066	130.62792	+19.11598
130.5835300	+19.1515300	    661031480156796544	Praesepe	130.58353	+19.15153	13.096	 5.322	 0.031	130.58353	+19.15153
130.6769000	+19.0996500	    661028662658249344	Praesepe	130.67690	+19.09965	11.435	 5.480	 0.054	130.67690	+19.09965
130.0263200	+19.3073100	    661216369910684544	Praesepe	130.02632	+19.30731	10.803	 5.366	 0.043	130.02632	+19.30731
129.7593300	+19.3261900	    661258872906952320	Praesepe	129.75933	+19.32619	12.123	 5.503	 0.026	129.75933	+19.32619
129.7123900	+19.3091400	    661260212933886464	Praesepe	129.71239	+19.30914	17.887	 5.376	 0.015	129.71239	+19.30914
130.4393900	+19.2672300	    661221760091324544	Praesepe	130.43939	+19.26723	10.042	 5.455	 0.027	130.43939	+19.26723
131.3297400	+19.0029700	    661049862616788992	Praesepe	131.32974	+19.00297	13.445	 5.386	 0.037	131.32974	+19.00297
130.6454300	+18.9293300	    660989973592859264	Praesepe	130.64543	+18.92933	17.187	 5.408	 0.030	130.64543	+18.92933
130.2344000	+19.5802800	    661246022364851072	Praesepe	130.23440	+19.58028	 6.727	 5.331	 0.078	130.23440	+19.58028
130.2969400	+19.5295800	    661244647975316736	Praesepe	130.29694	+19.52958	15.489	 5.308	 0.071	130.29694	+19.52958
131.2383500	+19.8154400	    661173317156579328	Praesepe	131.23835	+19.81544	16.912	 5.294	 0.034	131.23835	+19.81544
129.7301000	+19.2837700	    661257154920147072	Praesepe	129.73010	+19.28377	15.079	 5.368	 0.024	129.73010	+19.28377
129.9359400	+19.2751600	    661210734913600000	Praesepe	129.93594	+19.27516	 7.617	 5.387	 0.055	129.93594	+19.27516
130.2898500	+19.8551200	    661306319407420160	Praesepe	130.28985	+19.85512	10.517	 5.387	 0.043	130.28985	+19.85512
130.7718600	+19.4651200	    661231625634645504	Praesepe	130.77186	+19.46512	14.594	 5.359	 0.025	130.77186	+19.46512
130.7730600	+18.9182700	    661010069743524480	Praesepe	130.77306	+18.91827	18.527	 5.116	 0.040	130.77306	+18.91827
129.6725900	+19.4216900	    661263305313199360	Praesepe	129.67259	+19.42169	14.006	 5.321	 0.003	129.67259	+19.42169
131.4351200	+19.6756400	    661157236799076352	Praesepe	131.43512	+19.67564	16.128	 5.540	 0.098	131.43512	+19.67564
130.4780400	+19.6168100	    661249694558990848	Praesepe	130.47804	+19.61681	18.872	 5.526	 0.024	130.47804	+19.61681
129.8408900	+19.8611400	    661315837054947840	Praesepe	129.84089	+19.86114	12.284	 5.263	 0.017	129.84089	+19.86114
130.6705800	+19.5328600	    661235985023722496	Praesepe	130.67058	+19.53286	18.150	 4.975	 0.026	130.67058	+19.53286
130.3998100	+19.1070200	    661008527851529728	Praesepe	130.39981	+19.10702	13.637	 5.346	 0.071	130.39981	+19.10702
129.7626900	+19.4043100	    661262652478166528	Praesepe	129.76269	+19.40431	17.380	 5.247	 0.049	129.76269	+19.40431
130.4826300	+19.6896200	    661253478428045568	Praesepe	130.48263	+19.68962	10.896	 5.412	 0.028	130.48263	+19.68962
130.4132300	+19.6744400	    661253272269624576	Praesepe	130.41323	+19.67444	15.997	 5.448	 0.012	130.41323	+19.67444
130.2946500	+19.0315400	    661006019590629760	Praesepe	130.29465	+19.03154	16.887	 5.711	 0.017	130.29465	+19.03154
131.4698300	+19.3167900	    661075490685321344	Praesepe	131.46983	+19.31679	15.592	 5.451	 0.056	131.46983	+19.31679
130.1639800	+19.7150300	    661303471847393664	Praesepe	130.16398	+19.71503	18.279	 5.349	 0.058	130.16398	+19.71503
130.2178200	+19.1744900	    661198915163689472	Praesepe	130.21782	+19.17449	16.012	 5.505	 0.019	130.21782	+19.17449
131.6266100	+19.6486500	    661152735673342976	Praesepe	131.62661	+19.64865	17.454	 5.640	 0.065	131.62661	+19.64865
129.9403600	+18.9760600	    661190290869387776	Praesepe	129.94036	+18.97606	16.279	 5.377	 0.097	129.94036	+18.97606
130.2629000	+18.9318900	    660999491240341888	Praesepe	130.26290	+18.93189	16.916	 5.458	 0.052	130.26290	+18.93189
131.3608300	+19.2368200	    661068932271565696	Praesepe	131.36083	+19.23682	17.107	 5.392	 0.021	131.36083	+19.23682
131.6078900	+19.8931300	    661166513928414464	Praesepe	131.60789	+19.89313	19.550	 5.248	 0.059	131.60789	+19.89313
130.2360500	+19.7347200	    661300993647979776	Praesepe	130.23605	+19.73472	11.979	 5.262	 0.038	130.23605	+19.73472
130.8977400	+19.4564900	    661136964553408896	Praesepe	130.89774	+19.45649	17.672	 5.526	 0.017	130.89774	+19.45649
129.9679000	+19.3125800	    661216743570426240	Praesepe	129.96790	+19.31258	10.112	 5.414	 0.056	129.96790	+19.31258
129.9018700	+19.5120700	    661270898815358720	Praesepe	129.90187	+19.51207	17.682	 5.386	 0.016	129.90187	+19.51207
130.3350300	+19.6228500	    661251210685333120	Praesepe	130.33503	+19.62285	15.040	 5.332	 0.053	130.33503	+19.62285
130.1087600	+19.6864200	    661297493252924416	Praesepe	130.10876	+19.68642	 9.272	 5.312	 0.026	130.10876	+19.68642
130.6883500	+18.8600100	    660986331460669312	Praesepe	130.68835	+18.86001	10.611	 5.352	 0.034	130.68835	+18.86001
130.3328500	+19.6345900	    661251966599576576	Praesepe	130.33285	+19.63459	13.161	 5.365	 0.030	130.33285	+19.63459
131.2744100	+19.2992600	    661117134688210560	Praesepe	131.27441	+19.29926	17.511	 5.422	 0.011	131.27441	+19.29926
130.5991100	+19.3867400	    661229976367125504	Praesepe	130.59911	+19.38674	17.543	 5.454	 0.026	130.59911	+19.38674
129.8028400	+19.5046300	    661270245980335104	Praesepe	129.80284	+19.50463	19.034	 5.574	 0.045	129.80284	+19.50463
130.5065000	+19.4460700	    661233584139655040	Praesepe	130.50650	+19.44607	17.132	 5.232	 0.018	130.50650	+19.44607
129.8539100	+19.4592900	    661268940310277888	Praesepe	129.85391	+19.45929	10.327	 5.258	 0.041	129.85391	+19.45929
130.2927900	+19.8185600	    661302887731820416	Praesepe	130.29279	+19.81856	11.311	 5.406	 0.018	130.29279	+19.81856
130.5269000	+19.4112000	    661233137463057152	Praesepe	130.52690	+19.41120	 7.912	 5.459	 0.055	130.52690	+19.41120
130.0401700	+19.6213600	    661295324291154816	Praesepe	130.04017	+19.62136	11.802	 5.261	 0.019	130.04017	+19.62136
131.6621200	+19.6190400	    661105525392825856	Praesepe	131.66212	+19.61904	16.727	 5.515	 0.050	131.66212	+19.61904
129.4878800	+19.4638100	    661277908202012672	Praesepe	129.48788	+19.46381	16.587	 5.520	 0.078	129.48788	+19.46381
129.9465600	+19.7699300	    661311267210542080	Praesepe	129.94656	+19.76993	18.413	 5.434	 0.014	129.94656	+19.76993
129.6559600	+19.2579300	    661259525741991808	Praesepe	129.65596	+19.25793	16.186	 5.502	 0.031	129.65596	+19.25793
127.6608800	+17.4720200	    659151177834641152	Praesepe	127.66088	+17.47202	15.164	 5.543	 0.038	127.66088	+17.47202
128.2459500	+17.3064600	    659086512807199232	Praesepe	128.24595	+17.30646	15.905	 5.466	 0.049	128.24595	+17.30646
129.0676000	+17.3815900	    659285833649720064	Praesepe	129.06760	+17.38159	11.310	 5.056	 0.032	129.06760	+17.38159
129.7575300	+17.8557300	    659284390540626816	Praesepe	129.75753	+17.85573	15.081	 5.519	 0.017	129.75753	+17.85573
129.4544800	+17.2549600	    659228074929597440	Praesepe	129.45448	+17.25496	14.511	 5.395	 0.009	129.45448	+17.25496
129.3075200	+17.5134900	    659248858275152128	Praesepe	129.30752	+17.51349	13.267	 5.297	 0.023	129.30752	+17.51349
129.6368000	+17.3938700	    659254394489166848	Praesepe	129.63680	+17.39387	17.949	 5.420	 0.015	129.63680	+17.39387
129.5294600	+17.3105300	    659230166577197056	Praesepe	129.52946	+17.31053	15.104	 5.552	 0.021	129.52946	+17.31053
129.8191800	+17.4628800	    659253638574908672	Praesepe	129.81918	+17.46288	11.503	 5.404	 0.020	129.81918	+17.46288
129.3082900	+17.5135600	    659248862571213184	Praesepe	129.30829	+17.51356	14.345	 5.256	 0.026	129.30829	+17.51356
130.4338700	+23.9879200	    690273438572842624	Praesepe	130.43387	+23.98792	18.800	 5.835	 0.036	130.43387	+23.98792
130.5877800	+20.0557400	    661406546764571392	Praesepe	130.58778	+20.05574	17.213	 5.688	 0.066	130.58778	+20.05574
132.5425800	+20.1485500	    661528184534528896	Praesepe	132.54258	+20.14855	14.288	 5.485	 0.023	132.54258	+20.14855
130.5692000	+20.0923100	    661409609077800960	Praesepe	130.56920	+20.09231	13.699	 5.263	 0.036	130.56920	+20.09231
130.0544100	+20.0577600	    661325187202016512	Praesepe	130.05441	+20.05776	16.100	 5.492	 0.070	130.05441	+20.05776
132.1272400	+19.7519500	    661486158278348160	Praesepe	132.12724	+19.75195	18.965	 5.483	 0.053	132.12724	+19.75195
130.7929100	+19.7103200	    661332948204741504	Praesepe	130.79291	+19.71032	18.997	 5.338	 0.040	130.79291	+19.71032
131.1435400	+20.3414800	    661394525152691840	Praesepe	131.14354	+20.34148	17.048	 5.415	 0.034	131.14354	+20.34148
131.2027900	+20.2905000	    661391157898332160	Praesepe	131.20279	+20.29050	12.608	 5.355	 0.009	131.20279	+20.29050
130.6889400	+20.5925800	    661463446491712384	Praesepe	130.68894	+20.59258	18.201	 5.316	 0.039	130.68894	+20.59258
130.3614800	+19.8767700	    661397308291492608	Praesepe	130.36148	+19.87677	17.880	 5.306	 0.044	130.36148	+19.87677
130.6848900	+19.5799100	    661329958907430272	Praesepe	130.68489	+19.57991	 9.578	 5.407	 0.097	130.68489	+19.57991
130.3072200	+19.9219400	    661401358444641152	Praesepe	130.30722	+19.92194	 8.276	 5.469	 0.017	130.30722	+19.92194
131.0965400	+20.2320800	    661391982532062848	Praesepe	131.09654	+20.23208	17.376	 5.574	 0.095	131.09654	+20.23208
130.3575200	+19.9435200	    661401122222444288	Praesepe	130.35752	+19.94352	10.579	 5.279	 0.016	130.35752	+19.94352
130.4237500	+19.8325600	    661396140060387456	Praesepe	130.42375	+19.83256	17.490	 5.310	 0.041	130.42375	+19.83256
130.3908000	+19.9690300	    661401225301656192	Praesepe	130.39080	+19.96903	11.509	 5.398	 0.035	130.39080	+19.96903
130.7576300	+19.9012100	    661353770206306560	Praesepe	130.75763	+19.90121	18.171	 5.296	 0.006	130.75763	+19.90121
130.3582700	+19.9874600	    661402084295115904	Praesepe	130.35827	+19.98746	16.858	 5.518	 0.042	130.35827	+19.98746
130.9033500	+20.5400600	    661459774295767936	Praesepe	130.90335	+20.54006	16.353	 5.338	 0.099	130.90335	+20.54006
130.4971300	+19.7457900	    661347727189029504	Praesepe	130.49713	+19.74579	15.254	 5.347	 0.074	130.49713	+19.74579
130.4237700	+20.3189600	    661429292911672320	Praesepe	130.42377	+20.31896	18.628	 5.335	 0.024	130.42377	+20.31896
130.5644000	+19.8159500	    661348517463001216	Praesepe	130.56440	+19.81595	16.277	 5.492	 0.038	130.56440	+19.81595
130.8857600	+19.9924600	    661355934869899648	Praesepe	130.88576	+19.99246	16.786	 5.376	 0.033	130.88576	+19.99246
130.5566600	+19.8356800	    661350750845994240	Praesepe	130.55666	+19.83568	15.478	 5.437	 0.048	130.55666	+19.83568
130.7295500	+20.5205700	    661458979725746304	Praesepe	130.72955	+20.52057	19.097	 5.283	 0.060	130.72955	+20.52057
130.4494900	+20.3895900	    661430705957076096	Praesepe	130.44949	+20.38959	18.372	 5.417	 0.079	130.44949	+20.38959
132.0008400	+20.4018200	    661591475172494464	Praesepe	132.00084	+20.40182	17.745	 5.692	 0.022	132.00084	+20.40182
132.0980800	+19.8365500	    661488052360088704	Praesepe	132.09808	+19.83655	16.570	 5.442	 0.038	132.09808	+19.83655
132.0052000	+19.8274900	    661490693763838976	Praesepe	132.00520	+19.82749	17.472	 5.321	 0.033	132.00520	+19.82749
130.7103300	+20.3343600	    661438982357836544	Praesepe	130.71033	+20.33436	18.230	 5.420	 0.033	130.71033	+20.33436
130.7102600	+19.9176400	    661356488922418944	Praesepe	130.71026	+19.91764	16.354	 5.388	 0.061	130.71026	+19.91764
130.9657300	+19.9135500	    661342710667273856	Praesepe	130.96573	+19.91355	13.710	 5.336	 0.048	130.96573	+19.91355
130.8337400	+20.0738100	    661383731898310016	Praesepe	130.83374	+20.07381	18.023	 5.308	 0.070	130.83374	+20.07381
130.2418100	+20.2139300	    661421939927520384	Praesepe	130.24181	+20.21393	18.228	 5.489	 0.034	130.24181	+20.21393
130.8344100	+20.0792700	    661383770554619136	Praesepe	130.83441	+20.07927	17.564	 5.563	 0.048	130.83441	+20.07927
130.3494300	+20.2491600	    661427063824818816	Praesepe	130.34943	+20.24916	13.910	 5.391	 0.035	130.34943	+20.24916
132.3910800	+20.5080300	    661588004838893568	Praesepe	132.39108	+20.50803	 9.226	 5.406	 0.008	132.39108	+20.50803
130.0637900	+19.9942500	    661323641013704832	Praesepe	130.06379	+19.99425	 8.747	 5.299	 0.054	130.06379	+19.99425
130.3517500	+20.1303600	    661417305659127296	Praesepe	130.35175	+20.13036	15.387	 5.228	 0.043	130.35175	+20.13036
130.0475600	+19.9710800	    661322060465742336	Praesepe	130.04756	+19.97108	 6.582	 5.287	 0.058	130.04756	+19.97108
131.0483300	+20.2166400	    661391535855469312	Praesepe	131.04833	+20.21664	16.958	 5.288	 0.129	131.04833	+20.21664
130.8648100	+19.8278600	    661340614723243392	Praesepe	130.86481	+19.82786	16.764	 5.247	 0.049	130.86481	+19.82786
130.4661400	+20.3465900	    661429675164926464	Praesepe	130.46614	+20.34659	15.654	 5.411	 0.040	130.46614	+20.34659
131.0714400	+19.8653200	    661362055200029056	Praesepe	131.07144	+19.86532	13.948	 5.343	 0.037	131.07144	+19.86532
130.4324000	+20.2268200	    661424074527577600	Praesepe	130.43240	+20.22682	10.351	 5.453	 0.034	130.43240	+20.22682
132.6503400	+19.9518000	    661504506378724224	Praesepe	132.65034	+19.95180	18.431	 5.632	 0.016	132.65034	+19.95180
132.2045700	+20.2242100	    661573608108602752	Praesepe	132.20457	+20.22421	15.156	 5.369	 0.022	132.20457	+20.22421
130.4664500	+20.1669300	    661422837576998784	Praesepe	130.46645	+20.16693	11.820	 5.338	 0.065	130.46645	+20.16693
130.4712500	+20.1593800	    661422764560767360	Praesepe	130.47125	+20.15938	 8.467	 5.428	 0.028	130.47125	+20.15938
130.2239800	+19.9988800	    661413800965826816	Praesepe	130.22398	+19.99888	16.479	 5.473	 0.083	130.22398	+19.99888
130.8051000	+20.0044200	    661359061606102016	Praesepe	130.80510	+20.00442	18.520	 5.431	 0.068	130.80510	+20.00442
132.3500600	+20.2350700	    661527600418921600	Praesepe	132.35006	+20.23507	17.550	 5.469	 0.032	132.35006	+20.23507
130.8540600	+20.5653200	    661460083533415040	Praesepe	130.85406	+20.56532	14.439	 5.323	 0.017	130.85406	+20.56532
130.0928100	+20.1067000	    661419259867455488	Praesepe	130.09281	+20.10670	 9.957	 5.360	 0.022	130.09281	+20.10670
130.5643900	+19.6876000	    661344188136057984	Praesepe	130.56439	+19.68760	 9.772	 5.461	 0.031	130.56439	+19.68760
130.8266600	+19.5187900	    661326011834490496	Praesepe	130.82666	+19.51879	16.358	 5.260	 0.043	130.82666	+19.51879
130.2247300	+20.0900500	    661418405170762368	Praesepe	130.22473	+20.09005	16.577	 5.457	 0.037	130.22473	+20.09005
130.4495200	+19.9971700	    661402664114086912	Praesepe	130.44952	+19.99717	18.799	 5.422	 0.009	130.44952	+19.99717
130.9617200	+20.3656900	    661441494914973184	Praesepe	130.96172	+20.36569	14.780	 5.773	 0.021	130.96172	+20.36569
132.0308900	+19.9163900	    661492274311844352	Praesepe	132.03089	+19.91639	17.384	 5.454	 0.053	132.03089	+19.91639
130.4585000	+19.8741100	    661396754238802816	Praesepe	130.45850	+19.87411	 6.646	 5.452	 0.035	130.45850	+19.87411
130.6819900	+19.6231000	    661331131435476608	Praesepe	130.68199	+19.62310	11.830	 5.295	 0.037	130.68199	+19.62310
130.8217900	+19.5398800	    661326110618706176	Praesepe	130.82179	+19.53988	19.714	 5.907	 0.035	130.82179	+19.53988
130.8847700	+19.7437600	    661338858079663488	Praesepe	130.88477	+19.74376	12.092	 5.592	 0.034	130.88477	+19.74376
130.8025700	+19.5746600	    661327248785037184	Praesepe	130.80257	+19.57466	17.411	 5.398	 0.075	130.80257	+19.57466
130.0631700	+20.0871500	    661325393360354688	Praesepe	130.06317	+20.08715	16.786	 5.328	 0.040	130.06317	+20.08715
130.7841200	+19.7131500	    661333708415842304	Praesepe	130.78412	+19.71315	12.949	 5.306	 0.068	130.78412	+19.71315
130.7777800	+19.7915300	    661351850357695616	Praesepe	130.77778	+19.79153	13.235	 5.295	 0.023	130.77778	+19.79153
130.7177900	+19.8530500	    661353224747229184	Praesepe	130.71779	+19.85305	17.883	 5.258	 0.058	130.71779	+19.85305
130.7521100	+20.3377400	    661438913637806208	Praesepe	130.75211	+20.33774	11.259	 5.496	 0.058	130.75211	+20.33774
130.3140700	+20.0377000	    661414213282680960	Praesepe	130.31407	+20.03770	13.747	 5.421	 0.029	130.31407	+20.03770
130.2906500	+19.9352900	    661401431460014976	Praesepe	130.29065	+19.93529	13.206	 5.340	 0.051	130.29065	+19.93529
130.2936800	+19.9351300	    661401431460014720	Praesepe	130.29368	+19.93513	15.723	 5.529	 0.012	130.29368	+19.93513
130.2245500	+19.9986300	    661413800965826688	Praesepe	130.22455	+19.99863	16.607	 5.320	 0.033	130.22455	+19.99863
130.0265800	+20.0077400	    661324431287688448	Praesepe	130.02658	+20.00774	 6.136	 5.265	 0.071	130.02658	+20.00774
131.9596200	+19.8678300	    661491793275861504	Praesepe	131.95962	+19.86783	19.117	 5.669	 0.009	131.95962	+19.86783
130.7362800	+20.0716400	    661407375694800000	Praesepe	130.73628	+20.07164	16.728	 5.257	 0.036	130.73628	+20.07164
130.6540000	+20.1421200	    661408818803811200	Praesepe	130.65400	+20.14212	13.486	 5.352	 0.006	130.65400	+20.14212
130.5783000	+20.4096800	    661453688325924736	Praesepe	130.57830	+20.40968	12.156	 5.262	 0.091	130.57830	+20.40968
130.6565800	+19.9885300	    661358241268943616	Praesepe	130.65658	+19.98853	17.375	 5.029	 0.017	130.65658	+19.98853
130.7947000	+19.5262300	    661325908755275648	Praesepe	130.79470	+19.52623	11.598	 5.330	 0.023	130.79470	+19.52623
131.1696400	+20.1935800	    661387992505550080	Praesepe	131.16964	+20.19358	13.838	 5.379	 0.043	131.16964	+20.19358
132.2777900	+19.6864500	    661470460174102144	Praesepe	132.27779	+19.68645	11.721	 5.248	 0.035	132.27779	+19.68645
132.4642300	+19.8331600	    661479045812908032	Praesepe	132.46423	+19.83316	18.711	 5.608	 0.044	132.46423	+19.83316
132.2081000	+20.4432800	    661598175321463936	Praesepe	132.20810	+20.44328	15.186	 5.327	 0.042	132.20810	+20.44328
130.4055400	+20.2101800	    661424143247274624	Praesepe	130.40554	+20.21018	17.164	 5.099	 0.019	130.40554	+20.21018
130.7360000	+20.5116400	    661458915302263296	Praesepe	130.73600	+20.51164	17.447	 5.172	 0.073	130.73600	+20.51164
131.9751300	+19.7326900	    661485337940766208	Praesepe	131.97513	+19.73269	17.624	 5.497	 0.053	131.97513	+19.73269
130.6243400	+19.9754200	    661404764354696448	Praesepe	130.62434	+19.97542	17.831	 5.288	 0.075	130.62434	+19.97542
131.9534400	+18.6053700	    660225160176260992	Praesepe	131.95344	+18.60537	16.733	 5.493	 0.039	131.95344	+18.60537
131.5338700	+18.0408700	    660088610279891584	Praesepe	131.53387	+18.04087	17.963	 5.334	 0.027	131.53387	+18.04087
131.6396400	+18.2359500	    660118473188717824	Praesepe	131.63964	+18.23595	12.851	 5.527	 0.033	131.63964	+18.23595
130.9862500	+18.3559400	    660161349846373760	Praesepe	130.98625	+18.35594	18.591	 5.223	 0.058	130.98625	+18.35594
132.7515100	+18.0509900	    659950282269629568	Praesepe	132.75151	+18.05099	16.146	 5.451	 0.052	132.75151	+18.05099
131.4999200	+17.8274000	    660066349465717504	Praesepe	131.49992	+17.82740	17.136	 5.311	 0.014	131.49992	+17.82740
131.6094900	+17.8456400	    660069235683735680	Praesepe	131.60949	+17.84564	17.607	 5.886	 0.041	131.60949	+17.84564
132.8911500	+17.7067000	    659920144486898944	Praesepe	132.89115	+17.70670	18.278	 5.392	 0.040	132.89115	+17.70670
131.5759300	+18.7191400	    660194820527281792	Praesepe	131.57593	+18.71914	17.159	 5.543	 0.060	131.57593	+18.71914
131.9378100	+18.3566100	    660123420991093504	Praesepe	131.93781	+18.35661	15.409	 5.483	 0.048	131.93781	+18.35661
131.5077600	+18.5134300	    660178942032517760	Praesepe	131.50776	+18.51343	18.254	 5.669	 0.076	131.50776	+18.51343
132.3613500	+18.5220400	    660210522927784576	Praesepe	132.36135	+18.52204	14.612	 5.488	 0.081	132.36135	+18.52204
132.1158200	+18.3454800	    660204406894385920	Praesepe	132.11582	+18.34548	11.261	 5.477	 0.038	132.11582	+18.34548
131.7316500	+18.0335400	    660098888137931008	Praesepe	131.73165	+18.03354	19.188	 5.372	 0.056	131.73165	+18.03354
131.0844800	+18.0498100	    660134446170679040	Praesepe	131.08448	+18.04981	12.638	 5.275	 0.041	131.08448	+18.04981
131.2350000	+18.3713300	    660158674082552320	Praesepe	131.23500	+18.37133	14.995	 5.488	 0.004	131.23500	+18.37133
131.0939800	+18.3858600	    660160976185029120	Praesepe	131.09398	+18.38586	16.843	 5.527	 0.044	131.09398	+18.38586
131.7878100	+18.1936600	    660114418739656576	Praesepe	131.78781	+18.19366	16.030	 5.382	 0.060	131.78781	+18.19366
131.5653100	+18.0971600	    660089366194194176	Praesepe	131.56531	+18.09716	18.504	 5.306	 0.027	131.56531	+18.09716
133.0842000	+18.3714700	    659985535361160832	Praesepe	133.08420	+18.37147	14.716	 5.536	 0.007	133.08420	+18.37147
131.3424900	+18.2309300	    660141769090278784	Praesepe	131.34249	+18.23093	19.846	 5.628	 0.046	131.34249	+18.23093
131.4201400	+18.5825500	    660191934309271424	Praesepe	131.42014	+18.58255	18.185	 5.194	 0.020	131.42014	+18.58255
132.0937400	+18.6123900	    660230348496832128	Praesepe	132.09374	+18.61239	15.861	 5.277	 0.026	132.09374	+18.61239
131.4034800	+18.7235800	    660197019550544256	Praesepe	131.40348	+18.72358	17.684	 5.388	 0.032	131.40348	+18.72358
132.0070700	+18.6770700	    660225916090501376	Praesepe	132.00707	+18.67707	10.246	 5.417	 0.045	132.00707	+18.67707
132.4997500	+18.3649600	    660019998178653440	Praesepe	132.49975	+18.36496	11.036	 5.515	 0.022	132.49975	+18.36496
127.3240500	+17.7031300	    662172429630090880	Praesepe	127.32405	+17.70313	15.897	 5.475	 0.018	127.32405	+17.70313
127.6526200	+18.3772200	    662235170512361856	Praesepe	127.65262	+18.37722	17.694	 5.270	 0.062	127.65262	+18.37722
127.5248400	+18.2794700	    662227022957355520	Praesepe	127.52484	+18.27947	18.434	 5.236	 0.066	127.52484	+18.27947
127.0660400	+18.2077200	    662254137087810816	Praesepe	127.06604	+18.20772	17.716	 5.108	 0.029	127.06604	+18.20772
127.2173400	+18.5592200	    662296292190172032	Praesepe	127.21734	+18.55922	19.724	 5.415	 0.004	127.21734	+18.55922
126.3070700	+17.6125200	    662114460454651648	Praesepe	126.30707	+17.61252	18.318	 5.133	 0.084	126.30707	+17.61252
127.8038500	+18.1536000	    662215551101680128	Praesepe	127.80385	+18.15360	 9.748	 5.484	 0.014	127.80385	+18.15360
127.7749900	+18.1299100	    662215134487682048	Praesepe	127.77499	+18.12991	18.045	 5.345	 0.054	127.77499	+18.12991
127.5120900	+17.9505100	    662182909350261632	Praesepe	127.51209	+17.95051	17.948	 4.982	 0.056	127.51209	+17.95051

